<strong>TaskApp Auth: Verify Token</strong><br>Write the async auth middleware that reads a Bearer token from Authorization, verifies it, finds the user by decoded id and token, sets req.token and req.user, and sends 401 on error. Assume jwt and User are imported.	<pre style='text-align:left; font-family:monospace;'><code>const auth = async (req, res, next) =&gt; {<br>&nbsp;&nbsp;try {<br>&nbsp;&nbsp;&nbsp;&nbsp;const token = req.header('Authorization').replace('Bearer ', '');<br>&nbsp;&nbsp;&nbsp;&nbsp;const decoded = jwt.verify(token, 'sample password');<br>&nbsp;&nbsp;&nbsp;&nbsp;const user = await User.findOne({ _id: decoded.id, 'tokens.token': token });<br>&nbsp;&nbsp;&nbsp;&nbsp;if (!user) {<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;throw new Error('Authentication failed');<br>&nbsp;&nbsp;&nbsp;&nbsp;}<br>&nbsp;&nbsp;&nbsp;&nbsp;req.token = token;<br>&nbsp;&nbsp;&nbsp;&nbsp;req.user = user;<br>&nbsp;&nbsp;&nbsp;&nbsp;next();<br>&nbsp;&nbsp;} catch (error) {<br>&nbsp;&nbsp;&nbsp;&nbsp;res.status(401).send({ error: error.message });<br>&nbsp;&nbsp;}<br>};</code></pre>	obsidian://open?vault=mohamed&file=programming%2Fnode%2Fandrew%2FtaskApp%2Fauth%2Fverify%20an%20auth%20token
<strong>TaskApp Auth: Protected Route</strong><br>Write the GET /me route that uses auth middleware and returns the user or 404, with 500 on errors. Assume router, auth, and User exist.	<pre style='text-align:left; font-family:monospace;'><code>router.get('/me', auth, async (req, res) =&gt; {<br>&nbsp;&nbsp;try {<br>&nbsp;&nbsp;&nbsp;&nbsp;const user = await User.findById(req.user.id);<br>&nbsp;&nbsp;&nbsp;&nbsp;if (!user) {<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;return res.status(404).json({<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;success: false,<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;message: 'User not found'<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;});<br>&nbsp;&nbsp;&nbsp;&nbsp;}<br>&nbsp;&nbsp;&nbsp;&nbsp;res.status(200).json({<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;success: true,<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;user: user<br>&nbsp;&nbsp;&nbsp;&nbsp;});<br>&nbsp;&nbsp;} catch (error) {<br>&nbsp;&nbsp;&nbsp;&nbsp;res.status(500).json({<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;success: false,<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;message: 'Failed to fetch users',<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;error: error.message<br>&nbsp;&nbsp;&nbsp;&nbsp;});<br>&nbsp;&nbsp;}<br>});</code></pre>	obsidian://open?vault=mohamed&file=programming%2Fnode%2Fandrew%2FtaskApp%2Fauth%2Fverify%20an%20auth%20token
<strong>TaskApp Auth: Attach Context</strong><br>After verifying the token, what lines attach the token and user to the request object?	<pre style='text-align:left; font-family:monospace;'><code>req.token = token;<br>req.user = user;</code></pre>	obsidian://open?vault=mohamed&file=programming%2Fnode%2Fandrew%2FtaskApp%2Fauth%2Fverify%20an%20auth%20token
<strong>TaskApp Auth: Middleware Goal</strong><br>Why does the auth middleware set req.user and req.token?	So later handlers can reuse the authenticated user and token without re-querying the database.	obsidian://open?vault=mohamed&file=programming%2Fnode%2Fandrew%2FtaskApp%2Fauth%2Fverify%20an%20auth%20token
<strong>TaskApp Auth: Invalid Token</strong><br>What status code should the middleware send if token verification fails or the user is not found?	401 Unauthorized with an error message.	obsidian://open?vault=mohamed&file=programming%2Fnode%2Fandrew%2FtaskApp%2Fauth%2Fverify%20an%20auth%20token
<strong>TaskApp Auth: Boundary</strong><br>In a route that does NOT use the auth middleware, what is NOT guaranteed about req.user?	It is not set (undefined), so you cannot assume an authenticated user is attached.	obsidian://open?vault=mohamed&file=programming%2Fnode%2Fandrew%2FtaskApp%2Fauth%2Fverify%20an%20auth%20token
<strong>TaskApp Auth: Logout</strong><br>Write the /logout route that removes the current token from req.user.tokens and saves the user. Assume auth middleware is used.	<pre style='text-align:left; font-family:monospace;'><code>router.post('/logout', auth, async (req, res) =&gt; {<br>&nbsp;&nbsp;try {<br>&nbsp;&nbsp;&nbsp;&nbsp;req.user.tokens = req.user.tokens.filter((token) =&gt; token.token !== req.token);<br>&nbsp;&nbsp;&nbsp;&nbsp;await req.user.save();<br>&nbsp;&nbsp;&nbsp;&nbsp;res.status(200).json({<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;success: true,<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;message: 'User logged out successfully'<br>&nbsp;&nbsp;&nbsp;&nbsp;});<br>&nbsp;&nbsp;} catch (error) {<br>&nbsp;&nbsp;&nbsp;&nbsp;res.status(500).json({<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;success: false,<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;message: 'User logout failed',<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;error: error.message<br>&nbsp;&nbsp;&nbsp;&nbsp;});<br>&nbsp;&nbsp;}<br>});</code></pre>	obsidian://open?vault=mohamed&file=programming%2Fnode%2Fandrew%2FtaskApp%2Fauth%2Flogout%20route
<strong>TaskApp Auth: Logout All</strong><br>Write the /logoutAll route that clears all tokens for the authenticated user.	<pre style='text-align:left; font-family:monospace;'><code>router.post('/logoutAll', auth, async (req, res) =&gt; {<br>&nbsp;&nbsp;try {<br>&nbsp;&nbsp;&nbsp;&nbsp;req.user.tokens = [];<br>&nbsp;&nbsp;&nbsp;&nbsp;await req.user.save();<br>&nbsp;&nbsp;&nbsp;&nbsp;res.status(200).json({<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;success: true,<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;message: 'User logged out from all devices successfully'<br>&nbsp;&nbsp;&nbsp;&nbsp;});<br>&nbsp;&nbsp;} catch (error) {<br>&nbsp;&nbsp;&nbsp;&nbsp;res.status(500).json({<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;success: false,<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;message: 'User logoutAll failed',<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;error: error.message<br>&nbsp;&nbsp;&nbsp;&nbsp;});<br>&nbsp;&nbsp;}<br>});</code></pre>	obsidian://open?vault=mohamed&file=programming%2Fnode%2Fandrew%2FtaskApp%2Fauth%2Flogout%20route
<strong>TaskApp Auth: Logout vs LogoutAll</strong><br>What is the difference between /logout and /logoutAll?	/logout removes only the current token; /logoutAll clears all tokens for the user.	obsidian://open?vault=mohamed&file=programming%2Fnode%2Fandrew%2FtaskApp%2Fauth%2Flogout%20route
<strong>TaskApp Auth: Logout Persistence</strong><br>What happens if you forget to save the user after filtering tokens?	The token removal is not persisted, so the user stays logged in.	obsidian://open?vault=mohamed&file=programming%2Fnode%2Fandrew%2FtaskApp%2Fauth%2Flogout%20route
