<strong>DSA: Trees vs Arrays</strong><br>What is the fundamental trade-off between Arrays and Linked Lists regarding Search vs Insertion?	<strong>Arrays</strong>: Fast Search O(log n), Slow Insertion.<br><strong>Linked Lists</strong>: Fast Insertion O(1), Slow Search.	obsidian://open?vault=mohamed&file=programming%2FDSA%2Fgrokking%20algorithm%2Fbalanced%20tree
<strong>DSA: AVL Trees</strong><br>What is the "Balance Factor" of a node?	Height(Left Subtree) - Height(Right Subtree).	obsidian://open?vault=mohamed&file=programming%2FDSA%2Fgrokking%20algorithm%2Fbalanced%20tree
<strong>DSA: AVL Trees</strong><br>At what Balance Factor threshold does an AVL tree trigger a rotation?	When the factor is <strong>-2</strong> or <strong>2</strong> (Invalid states).	obsidian://open?vault=mohamed&file=programming%2FDSA%2Fgrokking%20algorithm%2Fbalanced%20tree
<strong>DSA: B-Trees</strong><br>Why are B-Trees preferred over Binary Trees for databases?	They optimize for <strong>Disk I/O</strong> ("Seek Time"). By having multiple keys per node (wide structure), they minimize the number of expensive disk fetches needed to find data.	obsidian://open?vault=mohamed&file=programming%2FDSA%2Fgrokking%20algorithm%2Fbalanced%20tree
<strong>DSA: Binary Search</strong><br>Write the <strong>Iterative</strong> Binary Search function.<br>Context: `vector<int> &x`, `int number`.	<pre style='text-align:left; font-family:monospace;'><code>int bs_iterative(vector<int> &x, int number) {<br>&nbsp;&nbsp;int low = 0;<br>&nbsp;&nbsp;int high = x.size() - 1;<br>&nbsp;&nbsp;while (low <= high) {<br>&nbsp;&nbsp;&nbsp;&nbsp;int mid = low + (high - low) / 2;<br>&nbsp;&nbsp;&nbsp;&nbsp;int guess = x[mid];<br>&nbsp;&nbsp;&nbsp;&nbsp;if (guess == number) return mid;<br>&nbsp;&nbsp;&nbsp;&nbsp;else if (guess < number) low = mid + 1;<br>&nbsp;&nbsp;&nbsp;&nbsp;else high = mid - 1;<br>&nbsp;&nbsp;}<br>&nbsp;&nbsp;return -1;<br>}</code></pre>	obsidian://open?vault=mohamed&file=programming%2FDSA%2Fgrokking%20algorithm%2Fbinary%20search
<strong>DSA: Binary Search</strong><br>Why do we calculate `mid` as `low + (high - low) / 2` instead of `(low + high) / 2`?	To prevent <strong>Integer Overflow</strong>. If `low` and `high` are large, their sum might exceed `INT_MAX`.	obsidian://open?vault=mohamed&file=programming%2FDSA%2Fgrokking%20algorithm%2Fbinary%20search
<strong>DSA: Binary Search</strong><br>What is the loop condition for a standard binary search?	`while (low <= high)` (Must include equality to check the final element).	obsidian://open?vault=mohamed&file=programming%2FDSA%2Fgrokking%20algorithm%2Fbinary%20search
<strong>DSA: Hash Tables</strong><br>Write a `hash` function that converts a string key to an index.<br>Context: `int SIZE`, Prime `23`.	<pre style='text-align:left; font-family:monospace;'><code>int hash(string key) {<br>&nbsp;&nbsp;int hash = 0;<br>&nbsp;&nbsp;for (int i = 0; i < key.length(); i++) {<br>&nbsp;&nbsp;&nbsp;&nbsp;int asciiValue = int(key[i]);<br>&nbsp;&nbsp;&nbsp;&nbsp;hash = (hash + asciiValue * 23) % SIZE;<br>&nbsp;&nbsp;}<br>&nbsp;&nbsp;return hash;<br>}</code></pre>	obsidian://open?vault=mohamed&file=programming%2FDSA%2Fscotte%20barette%20-%20C%2B%2B%20Data%20Structures%20%26%20Algorithms%2FHASH%20TABLES
<strong>DSA: Hash Tables</strong><br>Write the `set(key, value)` function using Separate Chaining.<br>Context: `Node* dataMap[SIZE]`.	<pre style='text-align:left; font-family:monospace;'><code>void set(string key, int value) {<br>&nbsp;&nbsp;int index = hash(key);<br>&nbsp;&nbsp;Node* newNode = new Node(key, value);<br>&nbsp;&nbsp;if (dataMap[index] == nullptr) {<br>&nbsp;&nbsp;&nbsp;&nbsp;dataMap[index] = newNode;<br>&nbsp;&nbsp;} else {<br>&nbsp;&nbsp;&nbsp;&nbsp;Node* temp = dataMap[index];<br>&nbsp;&nbsp;&nbsp;&nbsp;while (temp->next != nullptr) {<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;temp = temp->next;<br>&nbsp;&nbsp;&nbsp;&nbsp;}<br>&nbsp;&nbsp;&nbsp;&nbsp;temp->next = newNode;<br>&nbsp;&nbsp;}<br>}</code></pre>	obsidian://open?vault=mohamed&file=programming%2FDSA%2Fscotte%20barette%20-%20C%2B%2B%20Data%20Structures%20%26%20Algorithms%2FHASH%20TABLES
<strong>DSA: Hash Tables</strong><br>Why is `dataMap` declared as an array of pointers (`Node* dataMap[]`) rather than objects?	To allow slots to be `nullptr` (empty) initially and to facilitate dynamic Separate Chaining.	obsidian://open?vault=mohamed&file=programming%2FDSA%2Fscotte%20barette%20-%20C%2B%2B%20Data%20Structures%20%26%20Algorithms%2FHASH%20TABLES
